Particle Size, Serial Sim Approximation, Time, Error, Abs Error
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
3000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
4000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
5000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
6000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
7000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
8000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
9000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
10000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
11000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
12000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
13000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
14000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
15000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
16000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
17000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
18000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
19000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
20000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
21000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
22000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
23000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
24000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
25000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
26000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
27000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
28000,-nan,0.000000,-nan,nan
29000,-nan,0.000000,-nan,nan
29000,-nan,0.000000,-nan,nan
29000,-nan,0.000000,-nan,nan
29000,-nan,0.000000,-nan,nan
29000,-nan,0.000000,-nan,nan
29000,-nan,0.000000,-nan,nan
29000,-nan,0.000000,-nan,nan
29000,-nan,0.000000,-nan,nan
29000,-nan,0.000000,-nan,nan
29000,-nan,0.000000,-nan,nan
