Partition Size, Serial Trapezoidal Approximation, Time, Error, Abs Error
10301,1.000000,0.005005,3.965838e-07,3.965838e-07
10401,1.000000,0.005119,3.905722e-07,3.905722e-07
10501,1.000000,0.005108,3.847317e-07,3.847317e-07
10601,1.000000,0.005166,3.790556e-07,3.790556e-07
10701,1.000000,0.005203,3.735379e-07,3.735379e-07
10801,1.000000,0.005042,3.681728e-07,3.681728e-07
10901,1.000000,0.004493,3.629546e-07,3.629546e-07
11001,1.000000,0.004507,3.578781e-07,3.578781e-07
11101,1.000000,0.004579,3.529382e-07,3.529382e-07
11201,1.000000,0.004595,3.481299e-07,3.481299e-07
11301,1.000000,0.004618,3.434488e-07,3.434488e-07
11401,1.000000,0.004659,3.388903e-07,3.388903e-07
11501,1.000000,0.004698,3.344502e-07,3.344502e-07
11601,1.000000,0.004741,3.301244e-07,3.301244e-07
11701,1.000000,0.004782,3.259090e-07,3.259090e-07
11801,1.000000,0.004831,3.218004e-07,3.218004e-07
11901,1.000000,0.004862,3.177948e-07,3.177948e-07
12001,1.000000,0.004906,3.138890e-07,3.138890e-07
12101,1.000000,0.004956,3.100796e-07,3.100796e-07
12201,1.000000,0.004983,3.063636e-07,3.063636e-07
12301,1.000000,0.005053,3.027377e-07,3.027377e-07
12401,1.000000,0.005066,2.991993e-07,2.991993e-07
12501,1.000000,0.005118,2.957453e-07,2.957453e-07
12601,1.000000,0.005146,2.923733e-07,2.923733e-07
12701,1.000000,0.005188,2.890807e-07,2.890807e-07
12801,1.000000,0.005264,2.858648e-07,2.858648e-07
12901,1.000000,0.005268,2.827235e-07,2.827235e-07
13001,1.000000,0.005341,2.796545e-07,2.796545e-07
13101,1.000000,0.005390,2.766554e-07,2.766554e-07
13201,1.000000,0.005395,2.737242e-07,2.737242e-07
13301,1.000000,0.005450,2.708588e-07,2.708588e-07
13401,1.000000,0.005487,2.680574e-07,2.680574e-07
13501,1.000000,0.005520,2.653180e-07,2.653180e-07
13601,1.000000,0.005560,2.626388e-07,2.626388e-07
13701,1.000000,0.005607,2.600180e-07,2.600180e-07
13801,1.000000,0.005646,2.574540e-07,2.574540e-07
13901,1.000000,0.005679,2.549451e-07,2.549451e-07
14001,1.000000,0.005721,2.524899e-07,2.524899e-07
14101,1.000000,0.005766,2.500866e-07,2.500866e-07
14201,1.000000,0.005807,2.477340e-07,2.477340e-07
14301,1.000000,0.005890,2.454304e-07,2.454304e-07
14401,1.000000,0.005910,2.431748e-07,2.431748e-07
14501,1.000000,0.005925,2.409657e-07,2.409657e-07
14601,1.000000,0.005962,2.388018e-07,2.388018e-07
14701,1.000000,0.006021,2.366819e-07,2.366819e-07
14801,1.000000,0.006474,2.346048e-07,2.346048e-07
14901,1.000000,0.006473,2.325694e-07,2.325694e-07
15001,1.000000,0.006547,2.305745e-07,2.305745e-07
15101,1.000000,0.006173,2.286192e-07,2.286192e-07
15201,1.000000,0.006213,2.267023e-07,2.267023e-07
15301,1.000000,0.006280,2.248229e-07,2.248229e-07
15401,1.000000,0.006308,2.229799e-07,2.229799e-07
15501,1.000000,0.006347,2.211726e-07,2.211726e-07
15601,1.000000,0.006382,2.193999e-07,2.193999e-07
15701,1.000000,0.006809,2.176609e-07,2.176609e-07
15801,1.000000,0.006848,2.159548e-07,2.159548e-07
15901,1.000000,0.006885,2.142809e-07,2.142809e-07
16001,1.000000,0.006549,2.126382e-07,2.126382e-07
16101,1.000000,0.006610,2.110260e-07,2.110260e-07
16201,1.000000,0.006627,2.094436e-07,2.094436e-07
16301,1.000000,0.006672,2.078902e-07,2.078902e-07
16401,1.000000,0.006741,2.063652e-07,2.063652e-07
16501,1.000000,0.006753,2.048679e-07,2.048679e-07
16601,1.000000,0.006836,2.033974e-07,2.033974e-07
16701,1.000000,0.006837,2.019533e-07,2.019533e-07
16801,1.000000,0.006888,2.005349e-07,2.005349e-07
16901,1.000000,0.006939,1.991416e-07,1.991416e-07
17001,1.000000,0.006961,1.977728e-07,1.977728e-07
17101,1.000000,0.007002,1.964280e-07,1.964280e-07
17201,1.000000,0.007042,1.951066e-07,1.951066e-07
17301,1.000000,0.007076,1.938080e-07,1.938080e-07
17401,1.000000,0.007119,1.925317e-07,1.925317e-07
17501,1.000000,0.007159,1.912772e-07,1.912772e-07
17601,1.000000,0.007200,1.900441e-07,1.900441e-07
17701,1.000000,0.007242,1.888318e-07,1.888318e-07
17801,1.000000,0.007282,1.876399e-07,1.876399e-07
17901,1.000000,0.007346,1.864679e-07,1.864679e-07
18001,1.000000,0.007367,1.853154e-07,1.853154e-07
18101,1.000000,0.007423,1.841819e-07,1.841819e-07
18201,1.000000,0.007449,1.830670e-07,1.830670e-07
18301,1.000000,0.007488,1.819705e-07,1.819705e-07
18401,1.000000,0.007560,1.808916e-07,1.808916e-07
18501,1.000000,0.007572,1.798303e-07,1.798303e-07
18601,1.000000,0.007637,1.787860e-07,1.787860e-07
18701,1.000000,0.007650,1.777584e-07,1.777584e-07
18801,1.000000,0.007717,1.767473e-07,1.767473e-07
18901,1.000000,0.007731,1.757521e-07,1.757521e-07
19001,1.000000,0.007772,1.747725e-07,1.747725e-07
19101,1.000000,0.007813,1.738083e-07,1.738083e-07
19201,1.000000,0.007853,1.728592e-07,1.728592e-07
19301,1.000000,0.008130,1.719247e-07,1.719247e-07
19401,1.000000,0.007987,1.710047e-07,1.710047e-07
19501,1.000000,0.008040,1.700988e-07,1.700988e-07
19601,1.000000,0.008012,1.692067e-07,1.692067e-07
19701,1.000000,0.008064,1.683282e-07,1.683282e-07
19801,1.000000,0.008088,1.674629e-07,1.674629e-07
19901,1.000000,0.008175,1.666106e-07,1.666106e-07
20001,1.000000,0.008169,1.657712e-07,1.657712e-07
20101,1.000000,0.008247,1.649441e-07,1.649441e-07
20201,1.000000,0.008250,1.641294e-07,1.641294e-07
20301,1.000000,0.008307,1.633266e-07,1.633266e-07
20401,1.000000,0.008377,1.625356e-07,1.625356e-07
20501,1.000000,0.008401,1.617563e-07,1.617563e-07
20601,1.000000,0.008458,1.609882e-07,1.609882e-07
20701,1.000000,0.008452,1.602312e-07,1.602312e-07
20801,1.000000,0.008520,1.594850e-07,1.594850e-07
20901,1.000000,0.008541,1.587497e-07,1.587497e-07
21001,1.000000,0.008611,1.580248e-07,1.580248e-07
21101,1.000000,0.008668,1.573101e-07,1.573101e-07
21201,1.000000,0.008687,1.566055e-07,1.566055e-07
21301,1.000000,0.008744,1.559109e-07,1.559109e-07
21401,1.000000,0.008761,1.552259e-07,1.552259e-07
21501,1.000000,0.008823,1.545505e-07,1.545505e-07
21601,1.000000,0.009228,1.538844e-07,1.538844e-07
21701,1.000000,0.008878,1.532276e-07,1.532276e-07
21801,1.000000,0.008954,1.525797e-07,1.525797e-07
21901,1.000000,0.008995,1.519407e-07,1.519407e-07
22001,1.000000,0.009009,1.513104e-07,1.513104e-07
22101,1.000000,0.009095,1.506887e-07,1.506887e-07
22201,1.000000,0.009085,1.500753e-07,1.500753e-07
22301,1.000000,0.009123,1.494701e-07,1.494701e-07
22401,1.000000,0.009170,1.488731e-07,1.488731e-07
22501,1.000000,0.009235,1.482840e-07,1.482840e-07
22601,1.000000,0.009243,1.477026e-07,1.477026e-07
22701,1.000000,0.009317,1.471289e-07,1.471289e-07
22801,1.000000,0.009331,1.465627e-07,1.465627e-07
22901,1.000000,0.009449,1.460041e-07,1.460041e-07
23001,1.000000,0.009449,1.454527e-07,1.454527e-07
23101,1.000000,0.009471,1.449083e-07,1.449083e-07
23201,1.000000,0.009498,1.443711e-07,1.443711e-07
23301,1.000000,0.009574,1.438407e-07,1.438407e-07
23401,1.000000,0.009968,1.433171e-07,1.433171e-07
23501,1.000000,0.009628,1.428001e-07,1.428001e-07
23601,1.000000,0.009718,1.422898e-07,1.422898e-07
23701,1.000000,0.009729,1.417857e-07,1.417857e-07
23801,1.000000,0.009773,1.412882e-07,1.412882e-07
23901,1.000000,0.010167,1.407969e-07,1.407969e-07
24001,1.000000,0.009885,1.403118e-07,1.403118e-07
24101,1.000000,0.010262,1.398324e-07,1.398324e-07
24201,1.000000,0.009939,1.393593e-07,1.393593e-07
24301,1.000000,0.009949,1.388918e-07,1.388918e-07
24401,1.000000,0.009990,1.384301e-07,1.384301e-07
24501,1.000000,0.010034,1.379740e-07,1.379740e-07
24601,1.000000,0.010455,1.375235e-07,1.375235e-07
24701,1.000000,0.010113,1.370784e-07,1.370784e-07
24801,1.000000,0.010151,1.366387e-07,1.366387e-07
24901,1.000000,0.010222,1.362044e-07,1.362044e-07
25001,1.000000,0.010285,1.357752e-07,1.357752e-07
25101,1.000000,0.010280,1.353511e-07,1.353511e-07
25201,1.000000,0.010383,1.349321e-07,1.349321e-07
25301,1.000000,0.010352,1.345181e-07,1.345181e-07
25401,1.000000,0.010398,1.341089e-07,1.341089e-07
25501,1.000000,0.010468,1.337045e-07,1.337045e-07
25601,1.000000,0.010471,1.333048e-07,1.333048e-07
25701,1.000000,0.010525,1.329099e-07,1.329099e-07
25801,1.000000,0.010550,1.325194e-07,1.325194e-07
25901,1.000000,0.010594,1.321336e-07,1.321336e-07
26001,1.000000,0.010668,1.317520e-07,1.317520e-07
